AT,V,AP,RH
22.59,59.43,1005.85,84.02
29.89,64.69,1006.37,58.78
11.8,43.99,1020.86,98.44
10.25,41.46,1020.65,87.07
19.92,46.97,1014.32,69.17
25.32,71.94,1009.94,62.93
27.24,71.25,1000.5,86.28
25.79,65.27,1013.26,55.35
12.24,41.62,1013.38,90.26
28.4,59.27,1012.03,59.75
12.86,40.6,1013.6,84.85
5.47,40.62,1018.66,83.61
25.15,68.61,1011.03,53.59
21.24,63.47,1011.86,97.02
30.45,43.21,1011.35,63.59
23.09,63.76,1009.82,72.36
26.96,62.39,1008.14,73.95
19.92,48.98,1014.32,64.99
8.26,44.71,1020.85,68.82
9.13,40.02,1031.08,74.76
25.27,67.07,1006.34,66.35
12.41,37.92,1008.09,65.23
6.76,36.25,1028.31,91.16
30.2,71.8,1011.13,60.66
27.04,48.41,1008.57,60.73
12.82,48.14,1017.47,81.45
18.93,44.06,1017.58,68.23
14.93,43.02,1012.11,45.56
30.89,74.87,1008.99,56.58
10.62,39.64,1010.65,62.15
24.43,58.2,1017.18,46.84
26.27,71.98,1005.72,86.15
28.84,75.6,1018.41,53.96
34.96,68.94,1006.17,59.26
26.15,63.21,1012.31,76.44
26.27,59.44,1012.23,58.77
17.34,47.03,1013.36,98.13
20.46,66.05,1014.93,78.51
5.7,40.62,1016.07,84.94
23.79,58.49,1011.0,75.39
18.59,43.14,1011.92,52.63
30.09,76.2,1006.64,61.02
7.69,39.96,1023.9,89.18
22.79,69.13,1010.87,91.47
11.82,41.26,1020.74,91.14
14.4,41.26,1021.41,73.11
26.65,66.48,1005.7,65.09
24.82,66.54,1010.0,60.36
19.89,44.9,1008.12,67.3
10.51,37.5,1010.7,96.29
15.42,40.56,1021.23,59.37
35.77,73.56,1006.36,36.31
25.21,65.34,1013.94,65.04
21.0,66.86,1013.06,59.7
10.76,40.43,1025.98,79.65
16.34,41.48,1015.92,48.24
25.09,58.95,1016.99,53.16
29.78,74.78,1009.28,55.09
27.43,64.96,999.72,67.94
19.46,60.07,1014.81,66.61
27.05,59.15,1012.83,56.31
11.76,41.58,1020.91,88.35
17.95,59.15,1012.73,84.27
17.47,43.56,1014.15,54.71
30.71,64.05,1011.75,62.81
19.79,60.1,1010.47,84.04
10.79,39.82,1012.89,88.25
11.1,40.92,1021.98,94.14
20.75,60.77,1017.91,86.06
26.06,58.59,1012.41,55.22
9.14,38.91,1018.62,89.88
18.21,45.0,1022.86,48.84
22.63,57.17,1009.83,77.43
13.82,41.62,1011.48,77.66
12.93,45.51,1015.27,87.27
30.22,74.9,1003.57,67.15
24.9,71.77,1006.24,85.25
30.27,64.05,1011.93,65.72
18.43,57.76,1016.13,87.34
17.31,44.71,1017.43,35.4
22.12,47.93,1005.5,84.47
27.35,61.47,1008.43,70.65
27.51,73.67,1005.71,76.75
24.34,48.78,1018.0,73.44
12.78,44.6,1013.64,77.56
11.16,40.05,1014.95,88.38
4.71,42.07,1005.35,82.26
12.32,41.26,1022.42,79.74
16.02,44.21,1020.97,85.64
18.25,43.14,1011.51,55.16
28.61,69.84,1004.02,67.26
19.47,50.9,1012.77,77.33
26.48,66.54,1011.61,51.9
30.01,69.13,1010.11,62.42
30.51,70.94,1007.64,59.42
28.02,68.08,1013.44,44.46
25.48,65.12,1016.12,53.66
5.04,40.64,1021.35,93.63
27.29,71.32,1006.39,81.59
14.8,58.2,1018.29,85.11
11.89,40.64,1021.29,97.16
21.03,69.05,1002.17,75.35
8.69,40.81,1026.19,86.25
26.32,69.71,1009.39,67.05
5.99,35.79,1011.56,91.69
6.33,42.07,1004.25,77.1
9.27,42.02,1004.29,95.05
30.51,70.79,1004.55,56.05
27.71,66.93,1016.85,58.77
8.07,43.69,1017.05,87.34
17.57,46.21,1014.09,80.81
13.6,41.2,1015.92,85.05
27.55,73.68,1013.62,81.13
9.68,40.77,1022.04,85.23
29.24,60.23,1009.62,59.71
12.53,43.56,1014.8,74.05
27.86,65.18,1012.87,55.53
23.5,59.21,1018.29,63.0
25.13,51.95,1005.42,62.05
25.28,70.32,1006.91,81.74
10.02,39.66,1016.34,79.98
19.3,56.65,1020.55,70.43
26.3,59.07,1007.84,78.32
22.17,70.47,1011.07,82.57
23.07,65.27,1013.24,58.38
31.27,73.91,1003.72,68.92
8.07,43.41,1016.02,76.26
28.85,59.27,1011.69,51.8
28.53,49.3,1003.83,59.69
18.34,45.64,1019.05,82.53
24.44,73.5,1011.49,87.39
5.95,37.8,1022.03,67.97
21.17,58.16,1017.16,68.11
24.79,75.6,1017.07,68.23
12.62,40.83,1010.06,81.52
21.96,71.85,1009.38,75.98
34.53,73.03,1013.53,36.74
20.15,39.72,1001.85,59.32
13.74,41.16,1010.74,87.69
6.52,35.57,1025.37,78.32
30.55,70.04,1010.51,49.37
28.31,50.05,1005.75,50.17
23.28,48.92,1010.23,41.55
15.35,35.4,1016.3,57.12
5.74,40.62,1016.31,84.91
19.1,56.53,1020.18,76.38
12.82,38.62,1018.71,83.8
21.91,48.7,1006.89,83.97
24.27,63.9,1013.5,61.09
19.22,62.1,1019.43,79.19
27.74,74.78,1010.05,60.82
24.96,68.12,1011.27,70.22
27.34,70.98,1008.82,71.42
16.76,43.77,1012.25,77.95
26.67,59.44,1012.01,58.83
13.4,41.58,1020.5,71.17
18.83,48.98,1016.33,74.23
25.28,66.25,1009.77,84.55
26.55,69.45,1013.92,52.22
9.28,40.22,1009.23,88.43
25.09,65.38,1009.99,54.28
11.77,40.71,1024.55,72.49
12.55,39.58,1010.68,76.9
17.98,56.85,1012.28,84.52
22.12,60.77,1018.01,83.87
27.35,77.95,1012.14,74.14
21.33,50.32,1008.58,85.3
23.05,48.98,1015.64,49.33
26.63,74.22,1007.44,78.5
13.89,45.08,1024.64,82.29
6.8,41.16,1023.17,95.4
28.8,71.77,1006.41,66.03
18.53,63.91,1010.26,97.8
16.59,39.54,1007.97,70.58
31.01,67.83,1007.95,43.57
24.27,70.47,1008.96,78.31
24.01,63.56,1014.19,64.31
21.7,60.77,1018.07,88.15
13.44,40.69,1014.54,77.97
26.96,65.34,1015.05,46.93
31.1,71.32,1008.09,45.87
33.72,74.33,1011.4,37.51
12.05,40.55,1016.63,100.14
20.71,45.61,1013.64,82.39
21.26,50.32,1008.41,87.22
16.96,52.9,1019.61,81.86
18.21,62.26,1011.97,87.28
34.1,73.03,1014.01,41.26
3.63,38.44,1016.16,87.38
27.19,62.91,1011.57,53.66
30.58,70.04,1010.4,48.16
14.8,43.99,1022.89,85.25
30.25,68.24,1006.58,31.9
25.16,60.23,1011.21,68.31
29.65,72.86,1004.26,69.63
20.42,45.01,1012.23,66.5
26.87,74.99,1002.48,71.91
30.92,78.05,1011.0,59.62
21.55,44.58,1017.2,46.64
10.04,39.13,1011.26,88.91
18.37,58.96,1015.5,67.79
15.65,54.3,1018.0,69.66
24.51,68.63,1014.15,45.1
26.44,71.73,1009.52,81.75
31.01,69.04,1009.14,52.81
9.05,36.3,1027.44,74.85
6.16,39.48,1004.85,59.68
10.98,41.39,1017.54,85.31
29.33,52.84,1006.04,44.3
27.53,72.58,1009.13,89.06
13.8,45.08,1023.99,79.72
13.56,39.58,1011.05,73.62
23.79,58.2,1016.77,55.88
23.45,66.48,1003.66,75.83
25.57,44.05,1005.79,65.14
29.91,70.02,1010.18,64.1
26.1,44.57,1007.47,55.15
26.45,75.6,1017.42,74.5
24.59,72.24,1011.42,81.5
13.72,34.03,1018.57,65.95
27.17,61.25,1013.03,70.43
16.52,44.88,1017.61,90.08
30.55,68.24,1009.43,63.84
8.71,41.82,1033.08,74.53
20.92,63.86,1020.49,72.98
12.45,43.67,1013.61,91.34
15.09,41.76,1022.4,76.22
15.3,41.76,1022.57,71.56
12.41,45.87,1004.78,80.02
21.85,58.33,1013.03,66.39
24.49,65.46,1015.77,44.95
27.61,59.54,1005.84,71.27
23.55,65.12,1016.23,66.65
19.58,52.9,1017.46,64.64
22.7,48.14,1014.06,60.09
28.84,74.9,1004.38,66.86
12.83,41.5,1013.12,86.07
8.34,40.96,1023.28,89.45
19.9,56.53,1020.52,78.05
15.59,45.09,1013.41,91.97
21.54,66.54,1004.99,92.87
5.78,40.62,1016.55,84.98
14.28,42.77,1020.06,81.77
25.17,64.79,1017.87,63.26
29.05,69.71,1009.03,64.25
17.99,43.72,1008.64,75.04
29.31,68.67,1006.18,63.38
32.05,77.24,1008.06,67.09
10.24,41.58,1021.17,94.34
31.17,69.51,1010.51,43.11
13.8,44.21,1022.93,83.37
15.36,41.35,1002.4,91.67
16.9,38.58,1014.09,70.11
15.02,37.64,1016.49,83.28
26.26,73.06,1009.35,91.65
28.26,65.34,1014.56,43.4
13.34,41.79,1011.48,86.66
25.31,49.82,1014.62,62.15
21.42,56.89,1014.39,84.05
33.82,77.17,1008.96,58.91
11.83,43.14,1010.06,88.14
23.56,71.85,1009.67,74.78
11.48,42.02,1000.29,94.76
25.03,60.27,1017.9,72.04
29.05,71.85,1008.6,78.69
25.77,71.37,1008.88,78.96
29.23,69.59,1009.0,71.41
5.51,35.57,1026.3,78.97
9.58,38.08,1019.49,67.54
23.66,67.17,1007.24,87.56
20.61,65.61,1014.91,83.82
25.21,59.21,1017.37,55.06
16.09,44.2,1019.39,67.24
32.51,73.56,1007.06,59.6
7.71,38.06,1021.0,83.47
26.49,61.86,1012.55,74.24
13.78,42.03,1017.51,84.94
24.54,66.49,1011.1,69.14
9.3,43.14,1010.99,88.12
27.59,59.21,1012.93,51.46
21.61,41.54,1014.5,75.62
29.79,62.66,1008.5,48.51
25.09,69.68,1012.18,91.33
14.57,44.45,1021.42,66.23
23.36,56.89,1014.23,78.34
13.01,41.17,1017.26,76.2
20.38,62.52,1017.85,75.56
28.87,57.19,1008.09,64.29
18.32,45.0,1022.67,46.38
19.77,49.39,1019.02,91.03
23.56,67.79,1010.14,89.72
25.6,56.9,1006.35,81.58
23.79,50.16,1005.32,75.82
22.4,58.12,1015.24,78.03
25.82,66.49,1013.2,60.32
28.59,80.18,1011.36,89.18
24.48,50.23,1017.03,66.89
17.92,50.66,1012.62,93.0
20.04,58.2,1017.56,74.31
31.92,69.13,1000.77,58.91
12.05,49.83,1008.54,95.11
11.94,39.28,1017.04,89.88
10.39,44.85,1014.22,78.42
12.01,41.48,1017.75,66.67
20.54,49.15,1021.02,56.0
8.81,43.14,1012.46,73.99
13.68,44.47,1027.81,69.53
30.17,74.22,1007.46,49.27
22.87,74.22,1009.36,93.05
21.5,50.32,1008.65,81.68
6.5,38.5,1013.92,90.1
30.61,67.69,1004.97,47.46
17.65,59.87,1018.58,94.65
26.63,43.77,1011.33,49.3
32.19,69.13,1000.45,48.22
14.4,42.18,1015.47,77.7
24.41,52.3,1006.28,70.33
27.01,43.77,1011.18,46.58
19.66,59.87,1018.75,87.6
22.29,56.89,1014.39,84.89
27.77,51.43,1006.58,69.01
26.53,63.87,1017.38,48.53
7.39,39.85,1011.63,83.61
30.49,64.44,1013.43,51.73
16.85,49.78,1005.61,100.1
23.47,65.61,1014.57,69.83
13.42,40.92,1022.84,75.89
18.4,40.79,1006.18,92.36
31.24,74.22,1007.74,48.77
12.14,48.04,1011.8,100.13
9.83,38.56,1017.35,62.8
25.35,72.99,1007.65,84.09
31.93,72.58,1006.9,56.27
14.43,44.47,1028.57,70.7
10.74,40.92,1021.74,94.97
24.75,69.45,1013.97,53.49
13.04,41.04,1026.27,69.75
26.14,69.14,1007.1,88.27
12.75,39.85,1012.51,62.37
20.92,70.02,1010.23,95.58
30.26,71.77,1006.24,58.98
15.14,41.93,1020.95,61.26
6.65,40.77,1021.79,88.84
28.79,70.79,1003.83,65.9
16.0,42.86,1013.88,81.74
26.1,66.25,1009.25,84.52
29.92,69.75,1009.12,67.15
30.47,70.83,1010.91,46.94
31.87,70.94,1006.94,50.78
25.41,65.12,1016.01,53.39
26.92,64.69,1006.66,76.14
31.71,69.04,1008.79,49.32
11.27,40.62,1017.03,61.94
32.38,67.17,1006.97,60.04
13.61,42.34,1017.57,91.35
29.12,66.51,1015.69,37.9
10.38,40.71,1025.27,80.87
23.25,69.45,1013.85,70.14
6.81,38.56,1016.5,70.99
27.11,70.04,1009.76,71.25
28.16,71.94,1007.69,68.17
7.34,40.72,1023.01,80.08
9.01,40.77,1022.37,90.3
28.56,69.51,1012.45,46.59
30.92,59.57,1010.87,62.43
24.05,70.4,1006.83,92.35
10.51,39.04,1023.95,85.35
19.83,59.44,1012.98,91.24
28.61,52.84,1006.0,45.73
18.89,67.71,1003.92,86.12
29.11,74.9,1003.31,74.01
20.6,44.58,1017.67,48.36
22.75,58.79,1011.44,84.47
15.12,41.04,1025.95,69.67
29.83,62.66,1007.98,47.07
8.35,40.77,1011.77,90.25
24.31,66.49,1011.38,54.35
15.66,43.99,1021.18,88.62
24.55,67.07,1005.66,63.58
23.61,43.77,1011.81,56.08
21.58,67.25,1017.39,79.0
17.12,48.6,1007.38,79.15
24.4,62.26,1011.62,70.1
24.37,68.14,1005.22,59.27
8.49,36.25,1029.7,84.41
17.33,53.16,1013.16,82.93
20.77,43.77,1010.76,63.12
25.91,68.08,1010.92,74.25
26.58,70.98,1008.96,77.36
26.88,73.56,1004.85,94.36
17.03,47.83,1004.94,79.68
19.89,50.78,1008.85,92.97
13.5,45.51,1015.33,86.95
9.03,37.14,1012.79,76.27
12.99,41.93,1020.25,74.64
32.63,73.88,1005.64,52.56
27.19,71.58,1010.85,76.1
32.41,67.83,1008.54,55.96
13.83,40.78,1024.85,73.08
14.04,48.79,1017.62,75.25
13.66,41.67,1013.43,80.56
20.06,44.9,1008.79,70.06
12.07,38.25,1012.67,81.66
25.88,71.73,1010.01,72.8
14.52,44.84,1023.51,88.51
13.52,42.34,1017.97,95.34
31.44,72.86,1003.74,61.45
23.72,70.47,1010.65,75.39
32.17,73.21,1001.43,69.86
15.11,56.03,1020.27,89.95
25.16,68.08,1010.89,70.16
25.59,61.08,1013.19,77.28
29.17,73.17,1009.87,60.97
22.91,61.86,1012.8,92.69
16.68,43.14,1018.39,76.48
26.67,70.94,1007.7,56.56
28.92,66.51,1015.5,34.51
16.37,44.0,1024.61,78.26
28.31,74.33,1011.89,69.77
13.75,40.89,1011.21,82.8
14.24,41.4,1019.7,70.32
24.15,63.13,1013.8,92.1
15.74,43.71,1024.7,78.38
24.29,63.57,1010.29,87.3
11.7,41.16,1017.98,95.71
29.78,73.42,1011.27,52.79
25.88,74.67,1016.66,81.09
18.95,46.21,1013.47,81.22
20.76,58.18,1007.8,99.22
15.12,39.16,1006.55,76.99
29.08,67.07,1005.73,57.18
22.21,61.87,1010.9,54.22
13.34,40.8,1026.56,64.85
17.05,44.88,1017.69,88.19
23.98,50.32,1008.41,67.75
25.58,63.47,1011.44,66.81
11.57,39.72,1002.26,78.69
28.59,69.84,1003.79,67.31
18.24,58.46,1017.38,86.92
10.72,41.38,1021.6,63.77
20.04,49.39,1020.62,78.84
16.69,53.82,1015.39,63.62
26.02,63.07,1010.94,53.96
23.19,67.07,1005.67,65.19
6.87,39.85,1012.66,83.34
31.07,64.96,1005.2,58.93
23.25,70.32,1009.28,86.52
25.23,61.86,1013.0,76.18
25.18,71.98,1006.71,89.86
26.7,70.32,1011.04,86.41
20.94,44.89,1009.64,75.14
32.31,62.04,1010.45,38.01
19.35,39.72,1002.5,51.24
25.57,65.46,1014.81,38.58
25.57,62.96,1019.92,58.34
9.87,40.81,1017.17,84.25
22.08,45.61,1014.02,75.71
30.78,73.67,1005.97,58.7
30.9,69.4,1003.53,66.69
11.44,43.13,1014.88,63.88
24.4,69.94,1005.75,58.1
15.8,41.2,1016.08,77.83
24.44,72.99,1008.38,91.66
15.5,44.92,1024.16,86.44
22.73,66.75,1018.13,84.06
27.28,51.43,1011.46,51.38
26.52,63.94,1018.23,42.41
17.76,40.55,1002.82,73.77
29.25,66.51,1015.53,33.65
27.65,48.41,1008.54,58.25
29.67,66.51,1015.6,34.1
24.21,71.77,1004.52,84.96
26.81,74.9,1003.99,79.88
26.69,59.21,1012.55,57.59
21.97,58.95,1017.78,76.95
17.7,50.88,1015.44,89.57
25.02,59.92,1009.9,76.27
28.74,70.32,1008.15,45.99
12.72,44.9,1007.6,71.8
24.88,52.36,1014.45,68.39
22.83,41.1,1002.0,38.62
15.78,43.99,1022.19,83.7
29.56,51.43,1005.87,59.22
27.38,77.24,1008.25,82.49
14.39,40.35,1011.33,64.86
27.54,51.43,1012.3,54.82
11.92,40.55,1016.91,100.07
14.28,39.39,1013.82,77.52
32.55,69.89,1013.87,40.09
19.29,50.16,1010.49,97.78
28.18,66.56,1005.69,65.67
14.89,39.82,1013.23,82.49
9.55,43.99,1020.5,97.28
24.65,71.98,1006.46,91.11
12.59,44.34,1017.01,85.57
21.44,62.96,1020.27,79.85
15.6,41.04,1025.48,64.43
9.86,37.83,1005.05,100.15
24.66,63.73,1011.4,74.52
28.81,64.96,1000.46,68.05
11.57,41.54,1020.13,69.14
8.01,41.66,1014.49,76.72
22.35,57.76,1017.92,68.18
5.06,40.64,1021.49,93.7
14.28,44.84,1024.84,79.09
26.96,69.45,1013.89,51.47
24.98,60.32,1016.39,63.12
8.37,39.99,1010.36,93.26
24.33,46.93,1013.61,53.02
18.97,44.85,1014.86,46.31
28.88,54.89,1007.16,46.6
14.84,41.23,995.02,88.0
25.68,70.32,1009.08,90.48
16.63,39.16,1005.85,72.02
12.05,48.04,1009.14,100.13
19.13,50.78,1008.51,87.54
24.93,47.01,1015.12,64.8
28.25,71.77,1006.36,67.03
28.44,69.4,1003.98,73.51
29.53,71.97,1008.6,79.25
24.02,77.54,1008.33,83.92
17.08,58.86,1016.04,87.46
22.79,50.78,1008.65,58.39
18.86,46.48,1007.28,78.47
14.16,44.58,1020.75,77.42
9.13,39.16,1014.14,86.17
10.04,41.62,1013.36,95.17
25.6,59.15,1013.31,67.02
10.87,37.5,1011.43,95.56
22.96,70.79,1005.68,93.93
28.15,72.99,1007.62,70.03
26.65,58.41,1013.53,65.83
27.6,69.34,1009.63,71.58
26.35,49.5,1012.67,41.34
12.72,40.6,1013.45,86.16
16.57,53.82,1015.17,63.69
13.51,43.22,1009.63,75.02
23.06,63.9,1013.54,65.28
11.34,43.67,1011.54,87.95
23.29,49.3,1003.88,74.12
11.06,40.64,1021.47,96.16
23.25,71.29,1008.05,71.36
10.27,42.34,1022.69,92.78
31.27,73.77,1003.27,71.48
8.47,41.26,1020.57,91.28
11.6,40.69,1015.51,86.55
10.32,38.91,1012.11,81.49
5.49,38.5,1012.18,79.33
23.72,66.48,1003.61,73.75
14.49,42.86,1013.94,88.2
19.41,67.32,1012.34,78.8
20.56,64.45,1012.24,53.09
8.54,38.08,1019.75,71.24
12.32,41.62,1012.16,88.37
28.67,69.14,1008.24,72.68
24.03,58.46,1015.71,70.15
10.31,42.49,1009.43,78.36
19.67,44.71,1015.46,31.46
16.41,44.92,1024.27,84.16
30.8,70.94,1007.06,63.09
11.82,41.74,1022.36,74.06
30.55,71.06,1009.33,73.38
18.48,46.48,1007.53,82.57
25.52,67.17,1007.33,85.12
27.86,61.5,1009.23,46.19
27.37,72.58,1008.16,79.94
23.15,66.48,1003.71,76.0
19.35,50.12,1005.43,100.1
20.97,44.63,1007.64,73.69
33.62,77.17,1009.38,63.71
10.55,41.92,1030.0,91.23
22.36,51.43,1007.47,87.33
26.22,67.45,1013.7,44.04
12.95,41.23,993.74,96.35
20.37,54.9,1016.94,65.86
17.3,62.1,1020.28,88.06
31.16,69.88,1007.01,68.28
27.74,70.32,1009.58,50.29
24.92,60.95,1014.88,60.58
15.17,49.15,1021.91,91.73
20.19,62.26,1011.37,89.69
21.24,60.84,1017.99,82.22
14.32,71.14,1019.87,79.15
23.25,63.86,1017.82,59.64
10.09,41.62,1015.21,96.56
21.41,62.39,1007.84,88.83
18.59,39.54,1008.56,68.61
27.02,71.77,1006.38,72.1
6.71,39.37,1020.28,71.15
24.38,58.2,1016.93,51.61
14.64,39.31,1008.84,79.3
29.01,70.04,1010.02,57.35
25.5,59.27,1012.92,68.88
20.74,49.69,1010.91,69.1
9.8,41.82,1032.98,67.55
30.69,73.67,1006.14,60.58
6.03,41.14,1028.04,87.46
6.89,43.65,1019.87,72.77
9.42,41.4,1029.6,87.43
22.17,60.27,1018.21,89.55
29.05,65.74,1013.29,60.02
12.26,43.48,1016.41,72.95
14.69,53.82,1016.54,63.49
16.88,56.89,1014.01,82.1
21.96,59.8,1016.72,72.6
30.96,71.77,1006.26,52.76
31.52,76.2,1008.31,57.35
17.94,62.1,1019.81,82.65
30.31,77.24,1008.02,67.84
14.48,44.06,1018.73,75.88
24.61,69.68,1012.06,92.47
17.99,50.16,1009.98,100.09
32.45,66.44,1011.21,50.18
11.86,39.85,1013.0,66.92
9.24,41.4,1018.34,84.91
23.62,45.87,1007.75,58.69
6.57,39.37,1020.2,77.37
25.63,48.92,1009.99,34.64
20.82,52.84,1004.13,79.42
9.07,40.67,1014.41,70.39
21.11,58.49,1011.6,80.44
31.73,73.42,1010.8,61.81
29.3,69.48,1010.1,53.69
25.61,60.32,1015.77,56.48
25.55,58.95,1017.12,51.84
20.73,69.94,1009.9,82.12
9.35,44.03,1011.02,88.11
11.95,40.69,1015.62,85.34
6.1,40.07,1020.21,67.24
27.31,64.44,1014.65,57.27
12.0,39.35,1015.48,82.51
31.04,66.54,1003.83,53.05
21.22,43.43,1010.96,61.07
25.88,63.73,1009.48,77.17
11.92,40.62,1016.66,55.25
22.72,58.82,1012.54,77.72
18.93,59.39,1013.92,68.78
33.7,68.27,1007.16,50.41
30.15,70.32,1007.58,54.14
24.65,72.43,1007.99,90.05
25.52,63.94,1017.81,41.54
15.03,40.66,1016.58,84.08
9.53,41.44,1018.01,80.09
7.38,41.22,1016.47,96.29
28.24,65.27,1013.43,48.74
24.33,46.93,1013.51,52.63
8.51,38.5,1013.33,64.28
11.55,42.34,1020.78,94.56
8.12,43.02,1013.56,85.26
20.1,59.87,1018.97,87.23
5.94,39.9,1007.84,86.33
29.08,66.54,1004.67,64.5
14.69,49.64,1023.43,78.17
25.02,59.44,1012.49,73.65
29.01,70.32,1007.26,60.55
29.29,72.58,1007.39,72.85
10.05,40.46,1018.71,67.38
21.43,60.95,1015.27,75.49
18.4,44.92,1024.88,64.89
21.34,59.8,1016.92,77.06
26.31,44.57,1007.51,52.6
21.38,65.12,1015.73,68.02
25.34,65.61,1014.61,57.51
21.34,48.06,1014.49,63.23
6.79,38.5,1012.61,72.46
28.37,68.12,1012.41,45.87
30.99,69.82,1009.41,50.84
10.55,41.55,1005.02,63.24
10.39,40.96,1023.51,84.73
13.18,43.8,1023.18,61.21
14.95,42.74,1027.66,66.71
20.21,60.84,1018.5,82.73
10.56,41.54,1019.92,78.95
24.43,58.05,1011.88,71.39
26.46,74.67,1016.65,84.44
20.13,47.03,1012.59,83.03
14.83,53.82,1016.57,63.47
27.37,70.72,1009.77,67.87
33.74,69.98,1012.51,43.3
6.33,39.33,1012.06,93.16
26.03,59.07,1007.3,82.52
21.03,63.86,1014.84,71.72
27.45,64.34,1007.12,65.87
25.08,51.43,1011.8,71.98
7.57,37.49,1009.73,83.07
24.89,66.49,1010.15,65.65
22.12,49.39,1019.8,72.83
31.76,66.54,1003.02,49.64
10.96,45.01,1017.97,95.82
23.3,48.78,1018.17,75.36
30.27,64.69,1006.3,53.69
24.58,48.98,1014.96,38.75
26.3,71.94,1006.64,85.12
13.63,43.22,1012.71,72.85
31.01,69.13,1000.93,62.96
25.79,75.6,1017.46,75.63
8.18,40.02,1031.45,73.66
8.26,39.42,1025.89,70.53
11.35,40.73,1019.37,96.05
24.42,66.56,1002.04,84.7
28.14,43.21,1011.82,69.32
13.56,43.67,1011.34,94.02
32.0,73.17,1009.92,42.47
29.48,73.21,1000.67,79.35
17.86,52.9,1015.71,67.99
19.79,44.9,1008.66,72.68
21.68,64.15,1021.09,70.88
21.86,60.27,1016.06,90.48
25.52,61.25,1012.84,75.98
11.32,36.18,1015.03,64.68
28.19,68.08,1013.41,43.93
32.72,69.75,1009.6,49.35
9.72,41.44,1015.17,84.41
15.28,48.14,1012.55,69.65
19.34,64.79,1018.03,84.77
20.83,49.02,1009.45,91.92
30.61,69.13,1009.32,55.17
15.56,41.04,1025.8,64.81
31.25,69.51,1010.25,36.83
14.41,43.13,1016.32,59.55
7.36,41.01,1025.49,96.48
18.41,49.69,1006.66,80.55
11.52,40.03,1017.56,87.87
24.95,76.16,1006.2,76.16
18.15,41.23,993.82,61.21
30.4,71.97,1008.42,76.28
27.0,60.96,1012.36,58.97
8.99,36.3,1027.08,73.98
32.53,77.95,1014.76,58.1
6.01,35.79,1011.26,90.72
12.45,40.1,1015.4,82.61
31.73,74.67,1016.38,44.51
10.46,41.06,1021.41,82.34
17.8,43.72,1008.71,78.5
23.85,69.45,1013.99,60.6
24.51,62.08,1022.58,57.44
18.19,43.96,1011.87,79.68
22.97,62.4,1010.25,75.18
19.14,56.65,1020.84,82.97
26.49,71.73,1010.07,74.48
12.63,48.04,1013.0,100.13
28.97,73.5,1010.47,48.24
13.11,42.99,1007.6,97.0
28.67,66.25,1007.96,76.36
10.81,44.63,1020.61,88.29
28.92,61.02,1011.19,56.13
11.87,36.43,1023.42,79.5
25.3,71.58,1010.18,87.36
7.0,36.24,1013.15,89.64
10.31,40.67,1017.61,69.61
15.57,38.78,1013.51,95.38
13.18,40.24,1016.81,86.71
19.26,58.46,1015.74,84.64
20.03,45.01,1012.73,56.89
25.65,43.77,1011.65,46.18
18.46,42.18,1001.47,97.61
30.92,80.18,1010.11,72.47
15.98,39.64,1009.31,81.21
21.08,63.13,1013.53,98.0
22.23,46.93,1013.09,58.02
27.41,63.07,1011.5,55.3
10.14,45.01,1018.12,94.32
14.29,37.85,1009.98,92.81
10.06,42.02,999.37,98.65
15.21,43.5,1021.6,82.06
11.49,41.54,1020.17,70.91
8.02,39.04,1018.49,68.07
26.78,52.3,1008.52,61.23
11.21,41.06,1021.75,77.0
27.09,65.61,1014.22,48.13
14.13,40.75,1016.05,72.41
13.99,36.71,1013.43,83.13
26.41,65.59,1010.69,73.78
9.75,36.66,1026.21,70.12
31.45,68.27,1007.56,64.79
30.7,69.59,1008.03,66.78
16.76,45.09,1014.28,57.71
20.06,62.1,1020.21,72.21
25.98,60.95,1014.5,48.01
10.59,38.38,1021.58,68.23
21.95,57.76,1018.02,67.72
21.37,65.94,1010.73,75.09
19.69,56.65,1020.84,72.14
30.27,70.32,1007.93,51.61
29.97,73.06,1009.41,78.26
20.71,49.69,1010.26,69.97
31.81,69.88,1007.94,55.91
19.35,64.15,1021.37,68.53
24.05,72.24,1011.32,88.94
30.7,67.69,1005.92,51.58
26.49,67.69,1004.61,78.13
8.66,40.11,1032.86,75.31
7.61,41.26,1009.05,97.32
25.43,69.13,1002.2,86.44
12.81,45.51,1015.46,79.97
27.64,75.6,1017.35,54.78
24.78,50.78,1008.81,62.97
21.77,42.23,1013.03,67.44
18.48,50.16,1011.45,99.92
19.75,57.32,1010.76,79.29
29.01,64.79,1017.62,44.31
23.46,51.19,1009.6,73.22
16.09,48.78,1015.78,91.12
24.87,68.61,1011.19,55.69
29.1,77.95,1010.01,71.48
24.4,41.1,1002.14,38.75
4.04,35.47,1017.51,87.35
12.19,41.17,1019.43,65.47
9.51,43.79,1016.02,79.81
32.15,72.29,1010.13,50.19
21.37,81.56,1006.57,81.56
8.67,40.77,1011.81,89.4
6.02,43.65,1013.85,83.53
23.0,60.37,1005.34,83.73
24.5,60.77,1017.15,73.66
8.33,39.72,1020.24,82.84
3.96,35.47,1016.79,83.81
13.13,50.59,1020.26,87.44
14.04,40.2,1013.29,89.54
18.84,67.32,1012.63,81.89
22.83,70.79,1006.36,92.07
26.65,73.18,1012.27,83.12
24.1,71.29,1007.96,67.56
